Platz,Spieler,Tore,Elfmeter
139,Louis Gomis,2,0
139,Jörg Wolff,2,0
139,Michael Molata,2,0
139,Volker Rudel,2,0
139,Omar Mascarell,2,0
139,Frederik Sørensen,2,0
139,Borja Mayoral,2,0
139,Bryan Lasme,2,0
139,Moritz Leitner,2,0
139,Guy Demel,2,0
139,Hans Ripp,2,0
139,Josef Marx,2,0
139,Joško Gvardiol,2,0
139,Kevin Pezzoni,2,0
139,Pavel Drsek,2,0
139,Ulf Mehlhorn,2,0
139,Ulrich Büscher,2,0
139,Frank Nitsche,2,0
139,Ewald Schäffner,2,0
139,Reinhold Tattermusch,2,0
139,Helmut Rombach,2,0
139,Detlef Olaidotter,2,0
139,Ricardo-Horacio Neumann,2,0
139,Stefan Kutschke,2,0
139,Jochen Müller,2,0
139,Hans-Günther Kroth,2,0
139,Daniel Imhof,2,0
139,Jürgen Dringelstein,2,0
139,Ioannis Masmanidis,2,0
139,Andrij Polunin,2,0
139,Bertram Beierlorzer,2,0
139,Athirson,2,0
139,Hermann Lindner,2,0
139,Fred Englert,2,0
139,Niklas Dorsch,2,0
139,Daniel Schumann,2,0
139,Minas Hantzidis,2,0
139,Josef Hofmeister,2,0
139,Lamine Sané,2,0
139,Fahrudin Jusufi,2,0
139,Chinedu Ede,2,0
139,Kim Madsen,2,0
139,Roger,2,0
139,José Basualdo,2,0
139,Paweł Olkowski,2,0
139,Wolfgang Brase,2,0
139,Angelo Stiller,2,0
139,Ken Ilsø,2,0
139,Donis Avdijaj,2,0
139,Erich Seckler,2,0
139,Helmut Benthaus,2,1
139,Jürgen Fleer,2,1
139,Jürgen Diefenbach,2,1
139,Hans Auernhammer,2,1
139,Werner Hesse,2,1
139,Rainer Ernst,2,1
139,Helmut Sandmann,2,1
139,Norbert Schlegel,2,1
139,Marc Pfertzel,2,1
139,Vanja Grubač,2,1
139,Jens Lehmann,2,1
139,Milan Badelj,2,1
139,Marc-André Kruska,2,1
139,Petr Rada,2,1
139,Jens Keller,2,1
139,Detlef Schnier,2,1
139,Andreas Köpke,2,2
139,Jens Langeneke,2,2
139,Alfons Stemmer,2,2
140,Brasília,1,0
140,Benno Magnusson,1,0
140,Rudolf Kölbl,1,0
140,Jürgen Pontes,1,0
140,Hermann Knöppel,1,0
140,Urban Klausmann,1,0
140,David Nielsen,1,0
140,Günter Kuczinski,1,0
140,Benjamin Huggel,1,0
140,Marco Friedl,1,0
140,Robin Hack,1,0
140,Richard Sukuta-Pasu,1,0
140,Heinz Poll,1,0
140,Paulo Sousa,1,0
140,Çağlar Söyüncü,1,0
140,Terrence Boyd,1,0
140,Ceyhun Gülselam,1,0
140,Keita Endo,1,0
140,Olivier Occéan,1,0
140,Felix Bastians,1,0
140,Rudi Vata,1,0
140,Samir Toplak,1,0
140,Matthias Liebers,1,0
140,Albin Ekdal,1,0
140,Szilárd Németh,1,0
140,Alfred Roscher,1,0
140,Daniel Williams,1,0
140,Heinz-Dieter Borgmann,1,0
140,Luca Netz,1,0
140,Carlos Gruezo,1,0
140,Zdeněk Pospěch,1,0
140,Jamilu Collins,1,0
140,Iulian Filipescu,1,0
140,Rudi Istenic,1,0
140,Herwart Koppenhöfer,1,0
140,Florent Hadergjonaj,1,0
140,Jürgen Boduszek,1,0
140,Luca Caldirola,1,0
140,Tobias Willi,1,0
140,Andreas Hinkel,1,0
140,Joseph Akpala,1,0
140,Besart Berisha,1,0
140,Jürgen Willkomm,1,0
140,Werner Pöhler,1,0
140,Coke,1,0
140,Marouene Guezmir,1,0
140,Lúcio,1,0
140,Torsten Fröhling,1,0
140,Diego Demme,1,0
140,Lars Unger,1,0
140,Michael Wittwer,1,0
140,Hans-Werner Kremer,1,0
140,Gottfried Peter,1,0
140,Kingsley Ehizibue,1,0
140,Heinz Kulik,1,0
140,Bartosz Kapustka,1,0
140,Boubacar Diarra,1,0
140,Peter Eggert,1,0
140,Bojan,1,0
140,Bamba Anderson,1,0
140,Werner Mangold,1,0
140,Bernardo,1,0
140,Sebastian Vasiliadis,1,0
140,Ilir Azemi,1,0
140,Klaus Wischniewski,1,0
140,Florian Kath,1,0
140,Melvyn Lorenzen,1,0
140,Myziane Maolida,1,0
140,Arne Maier,1,0
140,Marc Vucinovic,1,0
140,Uli Bayerschmidt,1,0
140,Eckehard Müller,1,0
140,Leo Bunk,1,0
140,Gideon Jung,1,0
140,Heinz Schönberger,1,0
140,Andreas Ridder,1,0
140,Timo Hübers,1,0
140,Jesús Vallejo,1,0
140,Michael Lamey,1,0
140,Dieter Schock,1,0
140,Reinier,1,0
140,Bård Finne,1,0
140,Emir Džafić,1,0
140,Marko Schröder,1,0
140,Horst Ehrmantraut,1,0
140,Sam Lammers,1,0
140,Horst Bender,1,0
140,Dieter Danzberg,1,0
140,Peter Rasmussen,1,0
140,Rudolf Koch,1,0
140,Zezé,1,0
140,Maxence Lacroix,1,0
140,Benjamin Weigelt,1,0
140,Elard Ostermann,1,0
140,Klaus Franke,1,0
140,Lucas Ribeiro,1,0
140,Christopher Schorch,1,0
140,Tobias Rathgeb,1,0
140,Hans-Jürgen Offermanns,1,0
140,Friedrich Wagner,1,0
140,Uwe Witt,1,0
140,Manuel Prietl,1,0
140,Jari Litmanen,1,0
140,Christo Jowow,1,0
140,Oldřich Machala,1,0
140,Ralf Heym,1,0
140,Claudius Weber,1,0
140,Sławomir Chałaśkiewicz,1,0
140,Manfred Schnalke,1,0
140,Heinz-Rudolf Weiler,1,0
140,Darko Pivaljevic,1,0
140,Falk Dörr,1,0
140,Taner Yalçın,1,0
140,Kamil Kosowski,1,0
140,Uwe Kober,1,0
140,Thomas Klein,1,0
140,Lorenz Hilkes,1,0
140,Johann Cichy,1,0
140,Fabian Frei,1,0
140,Dani Carvajal,1,0
140,Nassim Boujellab,1,0
140,Uwe Bredow,1,0
140,Vlado Kasalo,1,0
140,Marwin Hitz,1,0
140,Aleksandar Ignjovski,1,0
140,Evanggelos Mantzios,1,0
140,Lothar Weschke,1,0
140,Thomas Rytter,1,0
140,Toralf Konetzke,1,0
140,Stephan Täuber,1,0
140,Jochen Novodomsky,1,0
140,Immanuel Höhn,1,0
140,Ivan Santini,1,0
140,Srečko Katanec,1,0
140,Einar Jan Aas,1,0
140,Angelo Vier,1,0
140,Klaus-Dieter Dewinski,1,0
140,Marc Berdoll,1,0
140,Jaime,1,0
140,Ramon,1,0
140,Rolf Grünther,1,0
140,Philipp Hosiner,1,0
140,Silvio Adzic,1,0
140,Waldemar Ksienzyk,1,0
140,Ralf Bödeker,1,0
140,Allan Jepsen,1,0
140,Reinhold Jessl,1,0
140,Björn Andersson,1,0
140,Faruk Hujdurović,1,0
140,Walter Gruler,1,0
140,Klaus Bohnsack,1,0
140,Eren Sami Dinkci,1,0
140,Deyverson,1,0
140,Flávio Conceição,1,0
140,Sergej Mandreko,1,0
140,Toni Schreier,1,0
140,Volker Klein,1,0
140,Michael Toppel,1,0
140,Jürgen Glinka,1,0
140,Cristian Gamboa,1,0
140,Stanko Svitlica,1,0
140,Rewas Arweladse,1,0
140,Karl-Heinz Wöhrlin,1,0
140,Toni Šunjić,1,0
140,Andreas Lambertz,1,0
140,Klaus Kösling,1,0
140,Jelle Van Damme,1,0
140,Gerd Schwidrowski,1,0
140,Josef Thelen,1,0
140,Walter Wimmer,1,0
140,Dumitru Nadu,1,0
140,Helmut Lausen,1,0
140,Ulrich Kallius,1,0
140,Linus Gechter,1,0
140,Stephan Fürstner,1,0
140,Thomas Ridder,1,0
140,Baptiste Santamaría,1,0
140,Mickäel Tavares,1,0
140,Eberhard Strauch,1,0
140,Helmut Tybussek,1,0
140,Thanos Petsos,1,0
140,Frank Wiblishauser,1,0
140,Frank Elser,1,0
140,Edi Stöhr,1,0
140,Hans-Dieter Mirnegg,1,0
140,Deyovaisio Zeefuik,1,0
140,Leonidas Kampantais,1,0
140,Hassan El-Fakiri,1,0
140,Gernot Plassnegger,1,0
140,Tore Pedersen,1,0
140,Gerhard Steinkogler,1,0
140,Hans Zengerle,1,0
140,Willibald Mikulasch,1,0
140,Jonathan Santana,1,0
140,Marc Stein,1,0
140,Oliver Unsöld,1,0
140,Stephan Hanke,1,0
140,Heinz Tochtermann,1,0
140,Atsuto Uchida,1,0
140,Andreas Ibertsberger,1,0
140,Miiko Albornoz,1,0
140,Patrick Funk,1,0
140,David Rozehnal,1,0
140,Carlos Grossmüller,1,0
140,Søren Colding,1,0
140,Sercan Sararer,1,0
140,Alpay Özalan,1,0
140,Slatko Jankow,1,0
140,Murat Jasarević,1,0
140,Günther Bansemer,1,0
140,Manfred Frankowski,1,0
140,Virgil Misidjan,1,0
140,Daniel Gygax,1,0
140,Hans Mayer,1,0
140,Aarón Martín,1,0
140,Kevin Kratz,1,0
140,Juvhel Tsoumou,1,0
140,Marc Zellweger,1,0
140,Winfried Geier,1,0
140,Peter Rohrschneider,1,0
140,Vincent Kompany,1,0
140,Dominik Reinhardt,1,0
140,Hans-Jürgen Kurrat,1,0
140,Joseph Scally,1,0
140,Iver Fossum,1,0
140,Jan Kliment,1,0
140,Franco Zuculini,1,0
140,Cory Gibbs,1,0
140,Reinhold Yabo,1,0
140,Diego León,1,0
140,Thomas Langbein,1,0
140,Delano Burgzorg,1,0
140,Timo Wenzel,1,0
140,Alexander Opoku,1,0
140,Manfred Ebenhöh,1,0
140,Danny Fuchs,1,0
140,Matthias Fritz,1,0
140,Marco Sailer,1,0
140,Rodrigo,1,0
140,Hans-Werner Moors,1,0
140,Andrea Barzagli,1,0
140,Bruno Berner,1,0
140,Markus Bähr,1,0
140,Werner Habiger,1,0
140,Bernd Gerstner,1,0
140,Felix Agu,1,0
140,Peter Stichler,1,0
140,Roland Benschneider,1,0
140,Didier Dheedene,1,0
140,Sebastian Griesbeck,1,0
140,Peter Koßmann,1,0
140,Santiago Ascacibar,1,0
140,Viorel Ion,1,0
140,Marco Meyerhöfer,1,0
140,Volker Abramczik,1,0
140,Florian Heller,1,0
140,Marco Stiepermann,1,0
140,Đorđije Ćetković,1,0
140,János Hrutka,1,0
140,Stefan Ertl,1,0
140,Danijel Pranjić,1,0
140,Youssef Mokhtari,1,0
140,Reinhard Schmitz,1,0
140,Thomas Kahlenberg,1,0
140,Manfred Stefes,1,0
140,Runald Ossen,1,0
140,Henrik Eichenauer,1,0
140,Maxim Leitsch,1,0
140,John Mosquera,1,0
140,Thimothée Atouba,1,0
140,Kay Stisi,1,0
140,Kurt Lang,1,0
140,Detlef Krella,1,0
140,Kingsley Schindler,1,0
140,Simon Falette,1,0
140,Joo-Ho Park,1,0
140,Petar Musa,1,0
140,Alfonso García,1,0
140,Damir Stojak,1,0
140,Matthias Ruländer,1,0
140,Jarosław Biernat,1,0
140,Stefan Majewski,1,0
140,Törles Knöll,1,0
140,Phillipp Mwene,1,0
140,Slobodan Medojević,1,0
140,Kléber,1,0
140,Saša Marković,1,0
140,Thomas Ziemer,1,0
140,Michael Zimmer,1,0
140,Felix Götze,1,0
140,Gerd Schneider,1,0
140,Mohamed Simakan,1,0
140,Olcay Şahan,1,0
140,Ünal Alpuğan,1,0
140,Oliver Schweißing,1,0
140,Ralf Allgöwer,1,0
140,Dieter Lemke,1,0
140,Tanguy Nianzou,1,0
140,Ragnar Ache,1,0
140,Allan Saint-Maximin,1,0
140,Carlos Zambrano,1,0
140,Addy Menga,1,0
140,Bjarni Guðjónsson,1,0
140,Michael Scheike,1,0
140,Oliver Posniak,1,0
140,Thomas Kies,1,0
140,Alfred Steinkirchner,1,0
140,Tobias Strobl,1,0
140,Gerald Schröder,1,0
140,Sead Kajtaz,1,0
140,Preben Elkjær Larsen,1,0
140,Blendi Idrizi,1,0
140,Jochen Weigl,1,0
140,Andreas Lübke,1,0
140,Uffe Bech,1,0
140,Edson Braafheid,1,0
140,Manuel Fischer,1,0
140,Armin Störzenhofecker,1,0
140,Michael Oelkuch,1,0
140,Günter Walz,1,0
140,Florian Flick,1,0
140,Mensur Mujdža,1,0
140,Daniel Ziebig,1,0
140,Frankie Hejduk,1,0
140,Achim Glückler,1,0
140,Nemanja Radonjić,1,0
140,Dragan Trkulja,1,0
140,Miran Pavlin,1,0
140,Bernd Krumbein,1,0
140,Ludovic Obraniak,1,0
140,Axel Thoma,1,0
140,Mustafa Kučuković,1,0
140,Jovan Aćimović,1,0
140,Bernd Kettler,1,0
140,Hugo Novoa,1,0
140,Vincent Koziello,1,0
140,Mërgim Mavraj,1,0
140,Matthias Dworschak,1,0
140,Florian Krüger,1,0
140,Hans-Jürgen Bargfrede,1,0
140,Egwin Wolf,1,0
140,Wahidullah Faghir,1,0
140,Paschalis Seretis,1,0
140,Shkodran Mustafi,1,0
140,Joachim Heinke,1,0
140,Dušan Švento,1,0
140,Ole Sørensen,1,0
140,Giorgios Tzavellas,1,0
140,Olaf Holetschek,1,0
140,Hubert Schöll,1,0
140,Jacques Zoua,1,0
140,Tommy Svindal Larsen,1,0
140,Joachim Hutka,1,0
140,Werner Hölzenbein,1,0
140,Luca Kilian,1,0
140,Robert Gumny,1,0
140,Jörg Gaedke,1,0
140,Andrew Wooten,1,0
140,Rajko Tavcar,1,0
140,Rudolf Collet,1,0
140,Siegfried Werner,1,0
140,Tom Alexander Rothe,1,0
140,Gabriel Melkam,1,0
140,Kurt Knoll,1,0
140,Georg Stürz,1,0
140,Uwe Hartenberger,1,0
140,Klaus Meyer,1,0
140,Fabian Schönheim,1,0
140,Roger Lutz,1,0
140,Alfred Resenberg,1,0
140,Artem Krawez,1,0
140,Zhi Gin Lam,1,0
140,Jacopo Sala,1,0
140,Vratislav Greško,1,0
140,Frank Hanisch,1,0
140,Jürgen Billmann,1,0
140,Stefan Schmitt,1,0
140,Hans-Jürgen Baake,1,0
140,Julio Baylon,1,0
140,Gerd Kohl,1,0
140,Erwin Jung,1,0
140,Jetro Willems,1,0
140,Eduard Kirschner,1,0
140,Rolf Bauerkämper,1,0
140,Kurt Ritter,1,0
140,Jiloan Hamad,1,0
140,Garra Dembélé,1,0
140,Tobias Damm,1,0
140,Mats Lilienberg,1,0
140,Karl-Heinz Emig,1,0
140,Sardar Azmoun,1,0
140,Douglas Santos,1,0
140,Gerd Regitz,1,0
140,Serey Die,1,0
140,Mirko Boland,1,0
140,Ilijan Mizanski,1,0
140,Reiner Alhaus,1,0
140,Pablo Quattrocchi,1,0
140,Dieter Hochheimer,1,0
140,Claus Vogler,1,0
140,Panagiotis Retsos,1,0
140,Thomas Cichon,1,0
140,Frank Kastner,1,0
140,Alexander Fuchs,1,0
140,Günter Karnhof,1,0
140,Odise Roshi,1,0
140,Tobias Rau,1,0
140,Lukas Mühl,1,0
140,Sören Seidel,1,0
140,Gaëtan Bussmann,1,0
140,Omar Elabdellaoui,1,0
140,Daniel Brinkmann,1,0
140,Mustafa Dogan,1,0
140,Frank Wolf,1,0
140,Rolf Dohmen,1,0
140,Reinhold Wischnowsky,1,0
140,Leo Wilden,1,0
140,Altin Lala,1,0
140,Rick Hoogendorp,1,0
140,Andreas Görlitz,1,0
140,Carsten Kober,1,0
140,Erich Hermesdorf,1,0
140,András Schäfer,1,0
140,Christian Prosenik,1,0
140,Jürgen Radschuweit,1,0
140,Erhan Önal,1,0
140,Rolf Kahn,1,0
140,Denis Wolf,1,0
140,Frank Weber,1,0
140,Linton Maina,1,0
140,Berkay Özcan,1,0
140,Matias Cenci,1,0
140,Rudolf Sandner,1,0
140,Mickaël Cuisance,1,0
140,Steve Marlet,1,0
140,Thomas Kläsener,1,0
140,Stefan Strerath,1,0
140,Lothar Geisler,1,0
140,Holger Wehlage,1,0
140,Zlatko Janjić,1,0
140,Mehmet Dragusha,1,0
140,Dragan Holcer,1,0
140,Frank Rost,1,0
140,Thomas Paulus,1,0
140,Mathias Kuhlmey,1,0
140,Josip Stanisic,1,0
140,Michael Lang,1,0
140,Steffen Handschuh,1,0
140,Anderson-Lenda Lucoqui,1,0
140,Mohamed Dräger,1,0
140,Andreas Voss,1,0
140,Mario Posch,1,0
140,Uğur İnceman,1,0
140,Werner Ohm,1,0
140,Carsten Linke,1,0
140,Wladlen Jurtschenko,1,0
140,Aníbal Matellán,1,0
140,Manfred Hellmann,1,0
140,Willi Bernecker,1,0
140,Cebio Soukou,1,0
140,Marcel Eger,1,0
140,Dominik Kaiser,1,0
140,Julian Derstroff,1,0
140,Sebastian Reinert,1,0
140,Fabian Lamotte,1,0
140,Piotr Tyszkiewicz,1,0
140,Torsten Lieberknecht,1,0
140,Jan Männer,1,0
140,Uwe Erkenbrecher,1,0
140,Dieter Hentschel,1,0
140,Mikaël Silvestre,1,0
140,Michael Sommer,1,0
140,Soma Novothny,1,0
140,Jürgen Hasebrink,1,0
140,Sambou Yatabaré,1,0
140,Joakim Persson,1,0
140,Kim Christensen,1,0
140,Daniel Felgenhauer,1,0
140,Fabian Schär,1,0
140,Harry Hartung,1,0
140,Thomas Miller,1,0
140,Heinz-Dieter Lömm,1,0
140,Leon Balogun,1,0
140,Markus Thorandt,1,0
140,Patrick Paauwe,1,0
140,Philipp Degen,1,0
140,Jürgen Lange,1,0
140,Haji Wright,1,0
140,Paolo da Palma,1,0
140,Oliver Pagé,1,0
140,František Straka,1,0
140,Klaus Weber,1,0
140,Benjamin Lense,1,0
140,Emre Mor,1,0
140,Herbert Bönnen,1,0
140,Tom Trybull,1,0
140,Deniz Naki,1,0
140,Kevin Hansen,1,0
140,Wolfgang Böhni,1,0
140,Danijel Stefulj,1,0
140,Federico Barba,1,0
140,Matthias Lust,1,0
140,Hans Otto Hiestermann,1,0
140,Jean Zimmer,1,0
140,Ammar Jemal,1,0
140,Mark Strudal,1,0
140,Oswald Semlits,1,0
140,Julian Wießmeier,1,0
140,Michael Mutzel,1,0
140,Suleiman Abdullahi,1,0
140,Reinhard Stumpf,1,0
140,Horst Schauß,1,0
140,Gheorghe Popescu,1,0
140,Pedro Milasincic,1,0
140,Orhan Ademi,1,0
140,Nemanja Vučićević,1,0
140,Dragan Stevanovic,1,0
140,Reinhard Löffler,1,0
140,Oliver Burke,1,0
140,Alexander Klitzpera,1,0
140,Bill Tchato,1,0
140,Björn Dreyer,1,0
140,Herbert Mühlenberg,1,0
140,Horst Blankenburg,1,0
140,José Campaña,1,0
140,Bastian Schulz,1,0
140,Waldemar Matysik,1,0
140,Moussa Latoundji,1,0
140,Facundo Quiroga,1,0
140,Billy Ohlsson,1,0
140,Felix Kroos,1,0
140,Leon Jessen,1,0
140,Uwe Stöver,1,0
140,Thomas Hinz,1,0
140,Lennart Thy,1,0
140,Ricardo Osorio,1,0
140,Craig Moore,1,0
140,Wolfgang Schlief,1,0
140,Wolf-Rüdiger Krause,1,0
140,Markus Pleuler,1,0
140,Scott Booth,1,0
140,Lars Jacobsen,1,0
140,Edimilson Fernandes,1,0
140,Bakary Diakité,1,0
140,Alex Nyarko,1,0
140,Rudolf Bast,1,0
140,Wenanty Fuhl,1,0
140,Thomas Lasser,1,0
140,Godfried Aduobe,1,0
140,Jeremie Frimpong,1,0
140,Denis Olejnik,1,0
140,Willi Kostrewa,1,0
140,Michael Hector,1,0
140,Wilhelm Reisinger,1,0
140,Dennis Grassow,1,0
140,Aleksandr Rychkov,1,0
140,Robert Holzer,1,0
140,Jean-Pierre de Keyser,1,0
140,Horst Szymaniak,1,0
140,Alexandros Tziolis,1,0
140,Roland Vogel,1,0
140,Denis Kljujew,1,0
140,Sven Ratke,1,0
140,Dragutin Čelić,1,0
140,Volker Knappheide,1,0
140,Shmuel Rosenthal,1,0
140,Hiroki Ito,1,0
140,Ousman Manneh,1,0
140,Michael Beauchamp,1,0
140,Mateo Klimowicz,1,0
140,Ken Reichel,1,0
140,Alexander Voigt,1,0
140,Per Pedersen,1,0
140,Marco Zernicke,1,0
140,Cristian Zaccardo,1,0
140,Robert Kovač,1,0
140,Thomas Zetzmann,1,0
140,Niels Tune-Hansen,1,0
140,Günter Keifler,1,0
140,Dieter Strauß,1,0
140,Borna Sosa,1,0
140,Yuya Kubo,1,0
140,Christoph Teinert,1,0
140,Jurica Puljiz,1,0
140,Vincent Mennie,1,0
140,Bernd Maier,1,0
140,Jürgen Marek,1,0
140,Matija Nastasić,1,0
140,Stefan Knapp,1,0
140,Jóan Edmundsson,1,0
140,Wilfried Ahnefeld,1,0
140,Adrian Kunz,1,0
140,Tyler Adams,1,0
140,Kachaber Zchadadse,1,0
140,Helmut Rahner,1,0
140,Christian Rudzki,1,0
140,Amir Abrashi,1,0
140,Kai Steffen,1,0
140,Mario Krohm,1,0
140,Helmut Manns,1,0
140,Anton Vuckov,1,0
140,Timothy Tillman,1,0
140,Shani Tarashaj,1,0
140,Mariusz Kukielka,1,0
140,Guido Gorges,1,0
140,Andreas Wagenhaus,1,0
140,Johannes van den Bergh,1,0
140,Guido Silberbach,1,0
140,Jürgen Baier,1,0
140,Paul Lambert,1,0
140,Günther Fuchs,1,0
140,Nikita Rukavytsya,1,0
140,Axel Jüptner,1,0
140,Srđan Čebinac,1,0
140,Piero Hincapie,1,0
140,David Rasmussen,1,0
140,Walter Laubinger,1,0
140,Peter Falter,1,0
140,Gerard Hausser,1,0
140,Maximilian Wagener,1,0
140,René Beuchel,1,0
140,Miroslav Vjetrović,1,0
140,Hans-Jürgen Kleinholz,1,0
140,Renato Sanches,1,0
140,László Kleinheisler,1,0
140,Jonny Otten,1,0
140,Hans-Dieter Diehl,1,0
140,Willi Seebauer,1,0
140,Klaus Konieczka,1,0
140,Fredrik Jensen,1,0
140,Stefan Studtrucker,1,0
140,Gerd Kühn,1,0
140,Sławomir Wojciechowski,1,0
140,Rudolf Grosser,1,0
140,Philipp Zulechner,1,0
140,Jakob Friis-Hansen,1,0
140,Marnon Busch,1,0
140,Erich Miß,1,0
140,Norbert Irtel,1,0
140,Oliver Schäfer,1,0
140,Daniel Schwaab,1,0
140,Tolga Ciğerci,1,0
140,Heinz Wirtz,1,0
140,Fabian Bäcker,1,0
140,Josef Bläser,1,0
140,Rainer Laskowsky,1,0
140,Adrian Nikçi,1,0
140,Michael Bochtler,1,0
140,Anton Stach,1,0
140,Jens Wemmer,1,0
140,Waldemar Kryger,1,0
140,Egon Horst,1,0
140,Mathias Jack,1,0
140,Miguel Pereira,1,0
140,Süleyman Koç,1,0
140,Gerd Wimmer,1,0
140,Dirk Flock,1,0
140,Hugo Ulm,1,0
140,Krzysztof Hetmanski,1,0
140,Jacky Peeters,1,0
140,Klaus Mirwald,1,0
140,Heinz Mostert,1,0
140,Paul Seguin,1,0
140,Jürgen Wielert,1,0
140,Eduard Angele,1,0
140,Matthias Ostrzolek,1,0
140,Christian Strohdiek,1,0
140,Sebastian Kerk,1,0
140,Moses Sichone,1,0
140,Soner Uysal,1,0
140,Michael Skibbe,1,0
140,Demarai Gray,1,0
140,Aaron Seydel,1,0
140,Vladimir Ivić,1,0
140,Matthias Lindner,1,0
140,Thomas Gerstner,1,0
140,Heiko Racky,1,0
140,Siegfried Böhringer,1,0
140,Kristijan Jakić,1,0
140,Anthony Jung,1,0
140,Thomas Drescher,1,0
140,Thomas Siewert,1,0
140,Hans-Joachim Förster,1,0
140,Heinz Libuda,1,0
140,Andreas Pallasch,1,0
140,Johnny Heitinga,1,0
140,Oskar Bauer,1,0
140,Chris Richards,1,0
140,Malick Thiaw,1,0
140,Kasim Adams,1,0
140,Christian Simon,1,0
140,Hans-Peter Makan,1,0
140,Gerd Komorowski,1,0
140,Peter Czernotzky,1,0
140,Miroslav Bicanic,1,0
140,Frank Lippmann,1,0
140,Dirk Hielscher,1,0
140,Dirk Lellek,1,0
140,Željko Perušić,1,0
140,Michel Vlap,1,0
140,Jovan Kirovski,1,0
140,Dietmar Janssen,1,0
140,Jürgen Strack,1,0
140,Detlef Webers,1,0
140,Amos Pieper,1,0
140,Leo Spielberger,1,0
140,Florian Gothe,1,0
140,Jens-Peter Box,1,0
140,Michael Parensen,1,0
140,Florian Trinks,1,0
140,José Roberto,1,0
140,Chhunly Pagenburg,1,0
140,Achim Weber,1,0
140,Jürgen Lutz,1,0
140,Eberhard Haun,1,0
140,Christian Gebauer,1,0
140,Michael Böhnke,1,0
140,Klaus Slatina,1,0
140,Samir Kamouna,1,0
140,Achim Melcher,1,0
140,Marcelo Saracchi,1,0
140,Romeo Castelen,1,0
140,Maicon,1,0
140,Jan-Hoiland Nielsen,1,0
140,Dieter Burdenski,1,1
140,Zvezdan Cvetković,1,1
140,Ralf Zumdick,1,1
140,Hans-Günter Schimmöller,1,1
140,Ricardo Sousa,1,1
140,Bernd Nehrig,1,1
140,Klaus Iwanzik,1,1
140,Wolfgang Kneib,1,1
140,Manfred Manglitz,1,1
140,Günter Oleknavicius,1,1
140,Oliver Reck,1,1
140,Volkmar Groß,1,1
140,Babacar N'Diaye,1,1
140,Erhan Albayrak,1,1
140,Willi Bierofka,1,1
